INFO 2025-07-07 17:35:38,216 views 7704 2000 Usuário 1 (akeenathon) acessou lista de profissionais
WARNING 2025-07-07 17:36:33,459 views 7704 2000 Usuário 1 deletou profissional ID: 1
ERROR 2025-07-07 17:36:33,462 views 7704 2000 Erro ao deletar profissional 1: ("Cannot delete some instances of model 'HealthcareWorker' because they are referenced through protected foreign keys: 'MedicalConsultation.healthcare_worker'.", {<MedicalConsultation: Joaozinho>, <MedicalConsultation: Ze>})
WARNING 2025-07-07 17:36:41,894 views 7704 2000 Usuário 1 deletou profissional ID: 1
ERROR 2025-07-07 17:36:41,895 views 7704 2000 Erro ao deletar profissional 1: ("Cannot delete some instances of model 'HealthcareWorker' because they are referenced through protected foreign keys: 'MedicalConsultation.healthcare_worker'.", {<MedicalConsultation: Joaozinho>, <MedicalConsultation: Ze>})
WARNING 2025-07-07 17:36:46,864 views 7704 2000 Usuário 1 deletou profissional ID: 3
INFO 2025-07-07 17:36:46,870 views 7704 2000 Profissional 3 deletado com sucesso
WARNING 2025-07-07 17:36:52,719 views 7704 2000 Usuário 1 deletou profissional ID: 3
ERROR 2025-07-07 17:36:52,719 views 7704 2000 Erro ao deletar profissional 3: No HealthcareWorker matches the given query.
INFO 2025-07-07 17:37:04,341 views 7704 2000 Usuário 1 (akeenathon) acessou lista de profissionais
INFO 2025-07-07 17:37:12,386 views 7704 2000 Usuário 1 (akeenathon) acessou lista de profissionais
INFO 2025-07-07 17:48:50,947 views 15624 10012 Usuário akeenathon acessou lista de profissionais
INFO 2025-07-07 17:48:51,684 views 15624 10012 Usuário akeenathon acessou lista de profissionais
INFO 2025-07-07 17:48:52,218 views 15624 10012 Usuário akeenathon acessou lista de profissionais
INFO 2025-07-07 17:49:53,955 views 15624 10012 Usuário akeenathon criando novo profissional
INFO 2025-07-07 17:50:11,437 views 15624 10012 Usuário akeenathon criando novo profissional
INFO 2025-07-07 17:50:24,628 views 15624 10012 Usuário akeenathon criando novo profissional
INFO 2025-07-07 17:50:36,820 views 15624 10012 Usuário akeenathon criando novo profissional
INFO 2025-07-07 17:50:48,107 views 15624 10012 Usuário akeenathon criando novo profissional
INFO 2025-07-07 17:50:48,130 views 15624 10012 Profissional criado com sucesso: Tamara Lemos
INFO 2025-07-07 18:17:22,988 views 12668 8320 Usuário akeenathon acessou lista de profissionais
INFO 2025-07-07 18:17:27,926 views 12668 8320 Usuário akeenathon acessou lista de profissionais
INFO 2025-07-07 19:18:15,053 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:15,054 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:15,383 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:15,383 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:15,709 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:15,709 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:16,039 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:16,040 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:16,372 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:16,373 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:16,710 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:16,710 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:17,687 views 10048 19536 Usuário 1 (akeenathon) acessou lista de consultas
ERROR 2025-07-07 19:18:18,016 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:18,342 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
INFO 2025-07-07 19:18:18,985 views 10048 19536 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:18:18,986 views 10048 19536 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:18:19,629 views 10048 19536 Usuário 1 (akeenathon) acessou lista de consultas
INFO 2025-07-07 19:18:19,629 views 10048 19536 Busca realizada por usuário 1: 1
INFO 2025-07-07 19:18:19,962 views 10048 19536 Usuário 1 (akeenathon) acessou lista de consultas
INFO 2025-07-07 19:18:19,963 views 10048 19536 Busca realizada por usuário 1: João
INFO 2025-07-07 19:18:20,297 views 10048 19536 Usuário 1 (akeenathon) acessou lista de consultas
WARNING 2025-07-07 19:18:20,297 views 10048 19536 Busca muito longa rejeitada: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...
INFO 2025-07-07 19:28:52,156 views 12356 14904 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:28:52,156 views 12356 14904 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:28:52,498 views 12356 14904 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:28:52,499 views 12356 14904 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:28:52,823 views 12356 14904 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:28:52,823 views 12356 14904 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:28:53,163 views 12356 14904 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:28:53,163 views 12356 14904 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
INFO 2025-07-07 19:28:53,494 views 12356 14904 Usuário 1 (akeenathon) tentando criar nova consulta
ERROR 2025-07-07 19:28:53,495 views 12356 14904 Erro ao criar consulta para usuário 1: Tipo de mídia  "multipart/form-data; boundary=BoUnDaRyStRiNg; charset=utf-8" no pedido não é suportado.
